ndb_no,shrt_desc,water_g,energ_kcal,protein_g,lipid_tot_g,ash_g,carbohydrt_g,fiber_td_g,sugar_tot_g,calcium_mg,iron_mg,magnesium_mg,phosphorus_mg,potassium_mg,sodium_mg,zinc_mg,copper_mg,manganese_mg,selenium_ug,vit_c_mg,thiamin_mg,riboflavin_mg,niacin_mg,panto_acid_mg,vit_b6_mg,folate_tot_ug,folic_acid_ug,food_folate_ug,folate_dfe_ug,vit_b12_ug,vit_a_iu,vit_a_rae,retinol_ug,alpha_carot_ug,beta_carot_ug,beta_crypt_ug,lycopene_ug,lut_zea_ug,vit_e_mg,vit_d_ug,vit_d_iu,fa_sat_g,fa_mono_g,fa_poly_g,cholestrl_mg,gmwt_1,gmwt_desc1,refuse_pct,healthiness_score,health_category
23523,106,60.69,227,25.77,12.93,1.02,0.0,0.0,0.0,7.0,2.77,24.0,215.0,300.0,68.0,8.76,0.111,0.0,19.9,0.0,0.11,0.229,3.619,0.892,0.32,8.0,0.0,8.0,8.0,3.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,4.162,6.269,0.459,58.0,85.0,6,13.0,76.17384459806466,0
23525,107,62.86,200,25.67,9.99,1.19,0.0,0.0,0.0,7.0,2.74,24.0,212.0,298.0,67.0,8.68,0.11,0.0,19.9,0.0,0.138,0.224,3.97,0.98,0.467,9.0,0.0,9.0,9.0,3.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,3.533,4.195,0.385,67.0,85.0,6,16.0,76.29094227005352,0
23528,84,60.38,216,24.61,12.26,1.07,0.0,0.0,0.0,8.0,3.02,20.0,210.0,363.0,71.0,5.95,0.095,0.001,28.9,0.0,0.082,0.23,3.251,0.653,0.257,9.0,0.0,9.0,9.0,2.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.2,7.0,4.285,5.87,0.461,67.0,85.0,6,4.0,75.71066021202884,0
23531,85,62.13,196,27.3,8.76,1.26,0.0,0.0,0.0,7.0,3.09,21.0,215.0,372.0,72.0,6.16,0.097,0.0,29.4,0.0,0.092,0.256,3.599,0.699,0.284,10.0,0.0,10.0,10.0,3.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.1,6.0,3.349,4.173,0.446,73.0,85.0,6,5.0,76.8955792319734,0
23533,389,63.61,186,28.22,7.25,1.21,0.0,0.0,0.0,12.0,2.9,26.0,245.0,367.0,67.0,7.89,0.106,0.013,32.2,0.0,0.079,0.216,5.553,0.732,0.673,7.0,0.0,7.0,7.0,3.27,19.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.11,0.1,5.0,2.92,3.55,0.73,81.0,85.0,4,6.0,77.32858471535647,0
23536,390,64.65,177,28.41,6.14,1.24,0.0,0.0,0.0,12.0,2.89,24.0,245.0,366.0,67.0,8.27,0.101,0.013,30.9,0.0,0.099,0.232,5.375,0.831,0.664,7.0,0.0,7.0,7.0,3.57,21.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.07,0.1,4.0,2.53,2.95,0.58,83.0,85.0,6,6.0,77.49536286159531,0
23540,230,60.34,220,26.13,12.05,1.07,0.0,0.0,0.0,11.0,2.77,24.0,230.0,289.0,75.0,7.23,0.093,0.0,19.8,0.0,0.09,0.191,3.745,0.608,0.321,7.0,0.0,7.0,7.0,3.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,4.666,6.055,0.436,60.0,85.0,6,0.0,76.15160751189948,0
23541,229,57.16,255,23.51,17.13,0.93,0.0,0.0,0.0,11.0,2.58,24.0,214.0,379.0,92.0,5.51,0.087,0.0,18.6,0.0,0.115,0.19,4.193,1.155,0.477,7.0,0.0,7.0,7.0,4.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,7.083,8.52,0.702,59.0,85.0,6,0.0,74.5587438517104,0
23545,433,50.5,265,29.97,15.18,1.45,0.0,0.0,0.0,12.0,3.64,26.0,265.0,437.0,72.0,7.05,0.158,0.0,10.3,0.0,0.128,0.286,4.225,0.59,0.443,10.0,0.0,10.0,10.0,2.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,5.707,7.763,0.538,68.0,85.0,6,0.0,77.2226055864502,0
23547,98,66.19,160,25.87,5.52,1.36,0.0,0.0,0.0,8.0,2.93,23.0,227.0,293.0,71.0,7.82,0.117,0.0,25.2,0.0,0.111,0.23,3.632,0.73,0.321,8.0,0.0,8.0,8.0,3.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,1.871,2.654,0.387,63.0,85.0,6,4.0,76.80151282779848,0
23549,105,61.57,216,25.73,11.73,1.09,0.0,0.0,0.0,7.0,2.76,24.0,214.0,299.0,67.0,8.73,0.111,0.0,19.9,0.0,0.121,0.227,3.761,0.937,0.38,8.0,0.0,8.0,8.0,3.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,3.906,5.425,0.429,61.0,85.0,6,15.0,76.22396628434173,0
23552,83,61.09,207,25.7,10.84,1.15,0.0,0.0,0.0,7.0,3.05,21.0,212.0,367.0,71.0,6.04,0.096,0.0,29.1,0.0,0.086,0.24,3.393,0.671,0.268,9.0,0.0,9.0,9.0,2.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,3.904,5.179,0.455,69.0,85.0,6,4.0,76.19272847282399,0
23554,388,64.02,182,28.29,6.8,1.22,0.0,0.0,0.0,12.0,2.9,25.0,245.0,366.0,67.0,8.04,0.104,0.013,31.7,0.0,0.089,0.222,5.481,0.782,0.669,7.0,0.0,7.0,7.0,3.39,20.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,4.0,2.77,3.32,0.67,81.0,85.0,6,6.0,77.39300167131115,0
23558,158,65.78,174,26.29,6.8,1.06,0.0,0.0,0.0,7.0,2.83,22.0,206.0,347.0,65.0,6.43,0.096,0.014,21.5,0.0,0.042,0.176,5.939,0.658,0.412,7.0,0.0,7.0,7.0,2.47,9.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,2.0,2.976,2.72,0.327,88.0,85.0,4,0.0,76.62370438088246,0
23559,159,66.9,164,25.8,5.94,1.09,0.0,0.0,0.0,9.0,2.85,24.0,222.0,376.0,71.0,6.45,0.091,0.012,21.1,0.0,0.043,0.177,6.275,0.646,0.391,7.0,0.0,7.0,7.0,2.79,10.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,2.0,2.589,2.365,0.284,84.0,85.0,4,0.0,76.54966900273728,0
23560,156,62.58,193,29.17,7.58,1.34,0.0,0.0,0.0,9.0,3.23,28.0,263.0,459.0,85.0,7.06,0.106,0.013,21.6,0.0,0.042,0.191,7.29,0.807,0.428,7.0,0.0,7.0,7.0,2.8,9.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,2.0,3.298,3.014,0.362,89.0,85.0,4,0.0,77.51795291738216,0
23561,157,64.76,174,27.31,6.37,0.94,0.0,0.0,0.0,8.0,3.05,22.0,199.0,315.0,58.0,6.86,0.079,0.01,22.3,0.0,0.034,0.171,5.528,0.654,0.357,6.0,0.0,6.0,6.0,2.49,9.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,2.0,2.788,2.547,0.306,88.0,85.0,4,0.0,77.04585604839919,0
23563,150,61.24,217,26.11,11.75,1.04,0.0,0.0,0.0,13.0,2.71,22.0,202.0,333.0,68.0,6.37,0.09,0.013,21.5,0.0,0.044,0.176,5.659,0.658,0.397,8.0,0.0,8.0,8.0,2.56,9.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,2.0,4.628,4.943,0.421,88.0,85.0,4,0.0,76.11754594340837,0
23564,151,63.21,204,25.21,10.68,1.08,0.0,0.0,0.0,15.0,2.77,23.0,216.0,363.0,75.0,6.33,0.086,0.012,20.7,0.0,0.043,0.177,6.027,0.636,0.379,8.0,0.0,8.0,8.0,2.79,10.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,2.0,4.189,4.473,0.381,84.0,85.0,4,0.0,75.91079398751546,0
23565,148,58.58,230,28.45,12.04,1.28,0.0,0.0,0.0,16.0,3.08,27.0,250.0,433.0,87.0,6.84,0.099,0.013,21.6,0.0,0.043,0.191,6.804,0.807,0.428,8.0,0.0,8.0,8.0,2.8,9.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,2.0,4.712,5.033,0.428,89.0,85.0,4,0.0,76.8859608097829,0
23566,149,61.33,214,26.62,11.1,0.93,0.0,0.0,0.0,13.0,2.89,21.0,193.0,300.0,61.0,6.65,0.079,0.01,21.6,0.0,0.037,0.171,5.228,0.626,0.347,6.0,0.0,6.0,6.0,2.49,9.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,2.0,4.375,4.672,0.398,88.0,85.0,4,0.0,76.37689037293005,0
23567,147,65.66,215,18.59,15.0,0.91,0.0,0.0,0.0,15.0,2.09,18.0,171.0,295.0,66.0,4.48,0.067,0.01,15.8,0.0,0.042,0.151,4.649,0.549,0.346,6.0,0.0,6.0,6.0,2.17,14.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.17,0.1,3.0,5.715,6.469,0.433,68.0,85.0,4,0.0,73.21428256277123,0
23568,145,57.98,250,25.93,15.41,1.02,0.0,0.0,0.0,18.0,2.6,21.0,198.0,318.0,72.0,6.31,0.085,0.012,21.5,0.0,0.046,0.176,5.378,0.658,0.382,9.0,0.0,9.0,9.0,2.64,9.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,2.0,5.895,6.668,0.484,88.0,85.0,4,0.0,75.71154263608302,0
23569,146,60.61,232,24.62,14.02,1.07,0.0,0.0,0.0,20.0,2.68,22.0,211.0,349.0,79.0,6.2,0.081,0.012,20.3,0.0,0.043,0.177,5.778,0.728,0.367,8.0,0.0,8.0,8.0,2.79,10.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,2.0,5.331,6.034,0.438,84.0,85.0,4,0.0,75.39316403733712,0
23570,143,55.9,256,27.73,15.3,1.22,0.0,0.0,0.0,22.0,2.93,25.0,238.0,407.0,89.0,6.62,0.093,0.012,21.6,0.0,0.044,0.191,6.318,0.807,0.428,10.0,0.0,10.0,10.0,2.8,9.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,2.0,5.806,6.572,0.477,89.0,85.0,4,0.0,76.33868141138433,0
23571,144,58.98,233,25.93,14.36,0.92,0.0,0.0,0.0,18.0,2.74,20.0,186.0,286.0,64.0,6.45,0.079,0.01,21.0,0.0,0.04,0.171,4.927,0.598,0.338,6.0,0.0,6.0,6.0,2.49,9.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,2.0,5.497,6.222,0.452,88.0,85.0,4,0.0,75.83102285301815,0
23573,141,55.99,270,25.75,17.78,1.0,0.0,0.0,0.0,24.0,2.48,20.0,194.0,304.0,75.0,6.25,0.08,0.011,21.5,0.0,0.047,0.176,5.098,0.658,0.366,10.0,0.0,10.0,10.0,2.73,9.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,2.0,6.764,7.895,0.517,88.0,85.0,4,0.0,75.41266560893436,0
23574,142,59.11,246,24.04,15.94,1.06,0.0,0.0,0.0,26.0,2.59,21.0,205.0,335.0,83.0,6.07,0.076,0.012,19.9,0.0,0.043,0.177,5.53,0.615,0.356,9.0,0.0,9.0,9.0,2.79,10.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,2.0,6.029,7.037,0.461,84.0,85.0,4,0.0,74.99660266739143,0
23575,139,54.54,272,27.0,17.36,1.16,0.0,0.0,0.0,28.0,2.78,23.0,226.0,380.0,91.0,6.4,0.087,0.012,21.6,0.0,0.045,0.191,5.831,0.807,0.428,11.0,0.0,11.0,11.0,2.8,9.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,2.0,6.546,7.64,0.501,89.0,85.0,4,0.0,75.8815857513223,0
23576,140,57.7,254,25.25,16.17,0.9,0.0,0.0,0.0,23.0,2.58,19.0,179.0,271.0,67.0,6.24,0.079,0.009,20.3,0.0,0.044,0.171,4.627,0.569,0.329,7.0,0.0,7.0,7.0,2.49,9.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,2.0,6.159,7.189,0.471,88.0,85.0,4,0.0,75.41045954879893,0
23578,137,55.28,279,25.56,18.87,0.98,0.0,0.0,0.0,30.0,2.37,20.0,189.0,289.0,78.0,6.19,0.075,0.01,21.5,0.0,0.049,0.176,4.818,0.658,0.351,11.0,0.0,11.0,11.0,2.81,9.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,2.0,7.248,8.624,0.52,88.0,85.0,4,0.0,75.21217886382608,0
23579,138,58.69,248,23.45,16.44,1.05,0.0,0.0,0.0,32.0,2.5,20.0,199.0,322.0,87.0,5.95,0.071,0.012,19.6,0.0,0.043,0.177,5.282,0.604,0.344,10.0,0.0,10.0,10.0,2.79,10.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,2.0,6.281,7.472,0.451,84.0,85.0,4,0.0,74.71457993967749,0
23580,135,54.5,277,26.28,18.21,1.1,0.0,0.0,0.0,34.0,2.63,22.0,214.0,354.0,93.0,6.17,0.08,0.012,21.6,0.0,0.046,0.191,5.345,0.807,0.428,12.0,0.0,12.0,12.0,2.8,9.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,2.0,6.926,8.24,0.497,89.0,85.0,4,0.0,75.52332158532775,0
23581,136,57.5,254,24.56,16.5,0.89,0.0,0.0,0.0,28.0,2.43,18.0,172.0,256.0,70.0,6.04,0.079,0.009,19.7,0.0,0.047,0.171,4.327,0.541,0.32,7.0,0.0,7.0,7.0,2.49,9.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,2.0,6.356,7.562,0.456,88.0,85.0,4,0.0,75.10946470392025,0
23585,432,72.68,133,23.07,3.88,0.99,0.0,0.0,0.0,23.0,1.63,24.0,214.0,361.0,57.0,4.05,0.078,0.011,31.2,0.0,0.078,0.124,6.703,0.678,0.651,13.0,0.0,13.0,13.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,1.432,1.559,0.168,40.0,85.0,4,24.0,75.99471251506739,0
23607,429,71.49,138,22.93,5.15,1.02,0.0,0.0,0.0,25.0,1.64,24.0,211.0,354.0,57.0,4.1,0.076,0.013,27.5,0.0,0.07,0.115,7.101,0.678,0.642,13.0,0.0,13.0,13.0,1.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,1.905,2.073,0.223,53.0,85.0,4,24.0,75.79713776933788,0
23609,379,75.02,135,22.91,4.09,1.13,0.0,0.0,0.0,20.0,1.99,25.0,222.0,362.0,61.0,4.36,0.102,0.014,29.2,0.0,0.093,0.149,6.873,0.677,0.677,13.0,0.0,13.0,13.0,1.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.0,1.399,1.721,0.175,55.0,85.0,4,6.0,75.91344125967798,0
23627,431,70.3,155,22.78,6.43,1.04,0.0,0.0,0.0,29.0,1.66,24.0,208.0,348.0,58.0,4.22,0.074,0.015,26.0,0.0,0.063,0.112,7.713,0.678,0.625,13.0,0.0,13.0,13.0,1.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.0,2.378,2.588,0.278,66.0,85.0,4,23.0,75.59426847928333,0
23646,35,72.41,142,21.26,5.63,1.06,0.0,0.0,0.0,23.0,1.54,22.0,198.0,333.0,54.0,3.85,0.072,0.012,25.9,0.0,0.065,0.107,6.585,0.629,0.595,13.0,0.0,13.0,13.0,1.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,1.729,2.47,0.234,61.0,85.0,4,6.0,75.24544625066844,0
23647,36,63.79,193,26.34,9.73,1.06,0.0,0.0,0.0,15.0,1.77,22.0,202.0,324.0,54.0,4.9,0.082,0.01,29.9,0.0,0.07,0.135,7.77,0.517,0.548,9.0,0.0,9.0,9.0,1.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.0,0.0,3.527,4.907,0.312,80.0,85.0,4,6.0,76.52902027986961,0
23648,37,71.33,154,21.17,7.06,1.02,0.0,0.0,0.0,27.0,1.54,22.0,193.0,323.0,54.0,3.92,0.069,0.013,24.1,0.0,0.059,0.104,7.17,0.63,0.581,13.0,0.0,13.0,13.0,1.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,2.132,3.045,0.288,64.0,85.0,4,6.0,75.10169937224353,0
23649,38,65.55,179,27.17,6.95,1.09,0.0,0.0,0.0,20.0,1.68,24.0,222.0,359.0,58.0,5.0,0.074,0.01,34.1,0.0,0.078,0.144,7.939,0.535,0.6,9.0,0.0,9.0,9.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.0,2.517,3.502,0.223,76.0,85.0,4,6.0,77.08935955426996,0
23650,39,73.48,129,21.34,4.21,1.1,0.0,0.0,0.0,22.0,1.55,23.0,204.0,344.0,54.0,3.85,0.074,0.011,29.7,0.0,0.072,0.115,6.201,0.627,0.602,12.0,0.0,12.0,12.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,1.5,2.144,0.203,59.0,85.0,4,6.0,75.33783604914042,0
23651,347,74.48,126,21.07,3.95,1.03,0.0,0.0,0.0,18.0,1.77,22.0,198.0,323.0,54.0,3.89,0.091,0.013,26.0,0.0,0.084,0.135,6.217,0.623,0.612,12.0,0.0,12.0,12.0,1.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.0,1.376,1.641,0.201,57.0,85.0,4,8.0,75.27889012232161,0
23652,349,73.98,130,20.76,4.55,1.02,0.0,0.0,0.0,18.0,1.92,23.0,200.0,318.0,52.0,3.87,0.091,0.013,25.8,0.0,0.087,0.149,6.314,0.618,0.61,12.0,0.0,12.0,12.0,1.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,1.556,1.855,0.227,58.0,85.0,4,9.0,75.12358348878703,0
23653,351,74.99,122,21.38,3.35,1.04,0.0,0.0,0.0,20.0,1.78,23.0,203.0,337.0,58.0,4.13,0.097,0.013,28.8,0.0,0.088,0.136,6.359,0.628,0.628,12.0,0.0,12.0,12.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.0,1.147,1.367,0.168,55.0,85.0,4,7.0,75.4454035413442,0
23654,124,64.79,186,27.89,7.4,1.1,0.0,0.0,0.0,18.0,1.74,23.0,217.0,350.0,57.0,5.09,0.081,0.01,31.9,0.0,0.076,0.141,7.981,0.549,0.599,9.0,0.0,9.0,9.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.0,3.07,2.917,0.292,78.0,85.0,4,1.0,77.19533868317623,0
23655,127,65.51,178,27.96,6.48,1.13,0.0,0.0,0.0,20.0,1.71,24.0,226.0,365.0,59.0,5.09,0.076,0.01,34.7,0.0,0.08,0.148,8.171,0.551,0.618,9.0,0.0,9.0,9.0,1.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.0,2.688,2.554,0.256,76.0,85.0,4,1.0,77.3211723533014,0
23656,125,72.08,141,21.57,5.47,1.02,0.0,0.0,0.0,24.0,1.57,23.0,202.0,340.0,55.0,3.94,0.073,0.013,26.4,0.0,0.066,0.108,6.683,0.638,0.604,13.0,0.0,13.0,13.0,1.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,2.058,1.951,0.193,62.0,85.0,4,3.0,75.26424188302234,0
23657,128,72.84,137,21.43,5.0,0.99,0.0,0.0,0.0,21.0,1.54,22.0,202.0,341.0,53.0,3.83,0.073,0.011,29.5,0.0,0.072,0.115,6.227,0.63,0.605,13.0,0.0,13.0,13.0,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,2.074,1.967,0.195,60.0,85.0,4,2.0,75.21764989296196,0
